applicant_id,age,mothly_income,investment_income,savings_account_balance,checking_account_balance,credit_card_balance,other_loans_balance,loan_amount_requested,installment,loan_date,loan_purpose,state,city,credit_score,loan_amount,interest_rate,loan_term,employment_status,employment_duration,marital_status,dependents,education_level,residential_status,years_at_residence,bank_account_age,previous_defaults,default
A6029,36,18430.76,3391.63,22442.69,33506.21,7699.12,27264.91,42541.92,2708.08,2033-10-08,Personal,IL,Nicoleport,403.0,70166.21,0.1663,48,Employed,15,Single,3,Bachelors,Rented,14,13,1,0
A6030,45,9149.7,1252.81,68445.11,19927.61,2437.99,26487.84,34716.6,2749.08,2033-10-09,Personal,NY,Donaldberg,796.0,55411.33,0.0851,36,Employed,19,Married,0,High School,Mortgaged,18,1,1,1
A6031,34,9336.34,4769.17,14178.45,41592.13,256.13,46108.92,83356.54,3683.31,2033-10-10,Home,FL,West Debramouth,788.0,459910.32,0.1278,60,Unemployed,4,Married,1,Masters,Owned,19,8,0,0
A6032,60,14498.6,2254.1,35390.66,25243.04,8118.11,48484.74,53815.45,4079.59,2033-10-11,Education,FL,Santiagochester,420.0,306840.13,0.0779,12,Employed,9,Married,3,Masters,Owned,28,10,0,0
A6033,58,18941.28,649.03,32117.48,32682.57,4651.34,12982.2,61132.91,883.39,2033-10-12,Home,FL,Nicolehaven,593.0,13604.71,0.1279,36,Employed,4,Single,0,High School,Owned,26,14,2,1
A6034,59,6440.63,548.89,93702.94,29851.87,6451.11,29115.64,21203.48,629.35,2033-10-13,Personal,NY,Port Kimberlytown,577.0,420097.91,0.0659,48,Employed,7,Single,0,Bachelors,Owned,27,0,2,0
A6035,67,9642.67,3237.59,42798.21,31908.45,4833.4,23222.09,25925.87,1575.97,2033-10-14,Education,IL,New Michelehaven,512.0,166632.02,0.1675,12,Unemployed,4,Divorced,2,High School,Owned,6,14,1,0
A6036,37,16225.51,2188.55,69046.59,11504.94,13282.95,27336.76,34639.53,4155.01,2033-10-15,Personal,IL,South Toddtown,769.0,339748.15,0.1117,36,Employed,7,Married,0,Bachelors,Owned,0,7,2,0
A6037,62,12779.33,472.42,60246.28,18664.47,12770.29,26586.4,47071.53,2754.54,2033-10-16,Home,NY,Lake Ethan,414.0,426669.22,0.1859,36,Employed,8,Single,1,Masters,Owned,18,11,0,0
A6038,57,3545.85,3701.82,14103.01,2531.46,18246.09,45706.22,5348.8,799.85,2033-10-17,Personal,NY,Angelbury,984.0,378177.23,0.1371,60,Employed,10,Single,1,Bachelors,Owned,18,16,0,0
A6039,56,13113.06,3996.63,93954.05,29381.83,13994.9,44806.29,88950.74,902.32,2033-10-18,Education,CA,Smithview,462.0,411708.53,0.1707,48,Employed,7,Married,1,Bachelors,Rented,9,5,1,1
A6040,66,4954.81,3627.08,34586.93,22962.92,3298.83,6136.83,90467.51,4501.52,2033-10-19,Home,CA,Harrisborough,935.0,403108.67,0.1745,24,Unemployed,11,Divorced,1,Masters,Rented,3,9,2,0
A6041,40,10938.99,1011.3,4475.84,38035.81,15031.89,17255.51,66506.31,1898.15,2033-10-20,Car,NY,Bowerstown,648.0,78811.43,0.1195,12,Employed,1,Single,2,Bachelors,Rented,8,1,0,0
A6042,64,11288.41,3448.88,30044.37,10319.12,3625.36,37638.75,32289.23,1350.87,2033-10-21,Car,FL,South Kelly,489.0,196892.66,0.1518,48,Employed,11,Single,4,High School,Mortgaged,20,10,0,0
A6043,49,17709.76,53.61,33563.37,21840.61,11172.02,34199.36,39146.51,3499.33,2033-10-22,Education,IL,West Sheilaburgh,572.0,457584.35,0.1245,24,Unemployed,3,Married,3,PhD,Owned,3,6,0,0
A6044,69,10056.14,1525.56,9274.53,9037.27,1541.56,31559.63,73671.05,4317.84,2033-10-23,Home,FL,West Anthonyville,363.0,51421.23,0.0339,12,Self-Employed,10,Single,1,Bachelors,Owned,2,4,1,0
A6045,64,6669.68,1994.11,61997.74,30698.96,946.5,49690.52,29342.81,2267.81,2033-10-24,Home,TX,Solisborough,807.0,488340.49,0.1521,36,Employed,9,Married,3,Bachelors,Rented,8,9,0,1
A6046,50,5772.88,4176.23,34676.42,42401.51,9284.6,16846.75,61282.88,3976.55,2033-10-25,Car,TX,Bryanmouth,834.0,117102.77,0.1989,12,Employed,17,Married,4,High School,Owned,14,3,1,0
A6047,63,17673.66,1951.97,62913.46,38272.16,2099.67,25762.44,90720.84,2207.18,2033-10-26,Car,TX,Sandersview,885.0,310901.69,0.1779,48,Self-Employed,11,Divorced,2,Bachelors,Owned,11,11,2,0
A6048,22,4663.7,56.35,674.06,47209.9,6133.33,48957.52,41634.34,3487.98,2033-10-27,Education,FL,East Thomasfort,912.0,166894.72,0.0389,60,Employed,6,Single,3,High School,Rented,26,9,1,0
A6049,60,9378.57,1761.73,98204.84,48586.29,6776.67,34777.61,59117.83,2916.61,2033-10-28,Home,CA,New Juliamouth,710.0,491457.71,0.1888,60,Employed,10,Single,1,High School,Rented,15,7,1,0
A6050,65,4962.7,2494.62,17051.64,38601.69,15388.54,32434.01,92930.39,4482.79,2033-10-29,Home,TX,Tabithaville,703.0,264654.41,0.0642,12,Employed,16,Married,4,High School,Mortgaged,16,7,1,0
A6051,51,15806.12,4745.02,65933.1,14340.3,6653.6,7737.36,34717.58,1692.75,2033-10-30,Education,NY,Davidshire,951.0,79017.5,0.0393,60,Employed,8,Married,1,Bachelors,Owned,8,9,0,0
A6052,57,10275.89,4705.17,71578.43,10963.07,9886.0,12332.85,76204.33,3875.05,2033-10-31,Home,IL,Allenland,465.0,424146.8,0.032,48,Employed,9,Single,0,Masters,Rented,27,5,0,0
A6053,28,7996.16,904.37,17160.83,22377.45,15451.72,18873.66,75757.06,3451.29,2033-11-01,Car,CA,South Katherineside,613.0,203768.25,0.1019,24,Employed,18,Single,0,Masters,Mortgaged,16,17,2,0
A6054,67,8180.34,925.73,11171.23,49694.18,4097.97,23242.36,92921.02,4210.24,2033-11-02,Home,TX,Hendersonborough,753.0,426728.59,0.0811,60,Employed,18,Married,3,Masters,Owned,6,19,0,0
A6055,20,17265.96,816.91,15257.72,20633.4,16097.95,24860.51,86000.34,3076.95,2033-11-03,Home,IL,Christopherchester,737.0,224541.56,0.0603,48,Employed,15,Single,1,Bachelors,Rented,20,19,1,0
A6056,50,11744.82,3944.61,24681.83,9953.42,16635.9,45106.86,75133.99,2354.68,2033-11-04,Home,IL,South Veronica,517.0,466836.0,0.0447,12,Employed,12,Married,2,Masters,Rented,11,8,1,0
A6057,28,14780.56,30.11,16823.21,47217.14,19776.94,5360.6,64015.03,342.33,2033-11-05,Personal,CA,Pattersonstad,493.0,32468.58,0.0907,12,Employed,8,Married,2,Bachelors,Owned,20,18,0,1
A6058,33,18095.21,635.89,67399.94,19295.9,8880.95,12417.63,24877.64,4214.52,2033-11-06,Home,FL,Lake Connor,427.0,491784.93,0.0689,48,Self-Employed,7,Married,3,Masters,Owned,24,17,1,0
A6059,35,18182.22,2689.8,42083.32,34544.94,7412.99,7181.69,67394.22,4558.68,2033-11-07,Car,IL,East Tiffanyfurt,751.0,234666.43,0.1385,48,Unemployed,0,Single,4,High School,Mortgaged,17,10,1,0
A6060,47,7577.42,1237.81,53779.16,39407.65,14040.11,36765.54,28367.9,2303.3,2033-11-08,Personal,CA,Port Brianburgh,393.0,187722.73,0.0941,60,Employed,3,Married,2,Masters,Owned,1,12,2,0
A6061,65,19120.35,461.78,4733.68,42157.8,1163.02,48528.99,44561.94,1189.09,2033-11-09,Home,TX,West Benjamin,745.0,25659.44,0.1065,24,Employed,1,Married,3,Bachelors,Owned,8,9,2,0
A6062,27,1960.2,1799.39,86124.9,41064.02,795.03,44698.04,71260.17,3271.06,2033-11-10,Education,CA,West Stephanie,971.0,117828.52,0.1603,12,Self-Employed,9,Married,4,Bachelors,Owned,28,5,2,0
A6063,35,8471.46,1371.04,17057.16,41812.34,6699.82,36165.04,67814.53,696.33,2033-11-11,Home,FL,New Frederick,817.0,159723.85,0.0893,48,Employed,15,Married,2,Masters,Rented,13,7,0,0
A6064,55,18072.28,2555.52,36015.23,33382.67,14590.3,1076.14,40718.71,300.15,2033-11-12,Education,TX,Whitemouth,748.0,365439.9,0.0581,24,Unemployed,13,Single,0,Bachelors,Owned,6,4,1,1
A6065,36,6580.78,4896.17,7190.16,20191.55,2329.09,17351.54,19084.89,1521.52,2033-11-13,Personal,FL,Andersonborough,405.0,350206.91,0.0801,12,Employed,13,Single,0,High School,Owned,4,18,0,1
A6066,53,6552.01,621.52,13679.31,33364.34,12710.94,43180.9,48930.1,3431.57,2033-11-14,Education,IL,East Rodneytown,386.0,443313.03,0.1455,48,Unemployed,15,Single,4,High School,Owned,28,3,2,0
A6067,30,7098.51,1863.63,66579.94,41836.72,5390.11,32653.51,27727.32,4089.6,2033-11-15,Education,CA,Port Andrewberg,929.0,470157.07,0.0501,24,Self-Employed,19,Single,1,Bachelors,Rented,1,15,2,1
A6068,63,12827.8,4659.93,69258.7,17532.12,13033.49,10480.07,26288.01,868.59,2033-11-16,Home,NY,Floresburgh,548.0,364748.53,0.1414,60,Employed,1,Single,0,Bachelors,Owned,1,11,2,1
A6069,20,9609.16,4384.37,67696.55,14825.4,9139.52,23324.36,33352.56,4736.13,2033-11-17,Car,FL,Robertburgh,928.0,346763.47,0.1535,12,Employed,11,Divorced,0,High School,Owned,20,3,0,0
A6070,27,14944.59,1971.36,55213.68,17185.36,2303.03,4395.91,70917.54,2805.17,2033-11-18,Personal,CA,Mosesshire,515.0,450249.33,0.1395,36,Self-Employed,13,Married,0,Bachelors,Rented,10,3,0,1
A6071,55,18055.85,3494.77,95252.17,27564.17,4945.66,26040.08,50231.3,4633.77,2033-11-19,Education,NY,West Stevenburgh,993.0,69817.99,0.0918,48,Employed,4,Divorced,0,Bachelors,Owned,26,15,1,0
A6072,18,13972.69,439.29,50717.72,2622.19,4394.28,45051.42,37943.93,833.97,2033-11-20,Education,NY,West Paulton,568.0,43304.91,0.1411,36,Employed,18,Single,2,Bachelors,Rented,19,0,0,0
A6073,44,5282.63,3562.71,44941.2,38948.54,3291.69,1935.94,90158.89,2344.08,2033-11-21,Home,CA,Hunterport,752.0,355310.46,0.1713,12,Employed,14,Married,4,Bachelors,Owned,1,19,1,0
A6074,63,18754.62,4864.29,24754.56,6942.6,9366.91,30694.58,70971.29,2210.97,2033-11-22,Car,TX,West Heather,702.0,158302.95,0.0836,60,Employed,4,Married,4,PhD,Owned,19,12,0,1
A6075,25,6393.12,2687.44,9884.95,6641.93,19093.31,11655.13,49970.63,2117.29,2033-11-23,Personal,NY,East Christine,765.0,214990.65,0.0757,12,Employed,3,Married,1,High School,Owned,9,1,1,0
A6076,68,4273.04,2492.45,54815.49,9882.96,13161.78,49519.25,42707.55,4660.86,2033-11-24,Car,CA,Martinezstad,375.0,305883.08,0.1927,60,Employed,13,Single,2,Bachelors,Rented,14,1,2,0
A6077,63,3164.39,936.59,31489.02,28846.37,16720.04,3255.09,82070.79,4262.12,2033-11-25,Education,CA,North Davidbury,409.0,475628.85,0.1815,12,Employed,11,Married,3,Masters,Owned,6,9,1,0
A6078,59,11922.6,3168.94,52402.54,14278.42,19621.6,30864.57,18119.52,3991.96,2033-11-26,Home,TX,North Joseph,758.0,437357.22,0.0759,24,Employed,9,Married,4,Masters,Rented,16,14,1,0
A6079,34,3604.61,2952.19,20611.91,18404.52,10812.45,12818.53,66751.24,1502.01,2033-11-27,Home,CA,Meganville,816.0,368322.83,0.059,36,Employed,8,Married,1,Bachelors,Owned,22,7,2,0
A6080,26,4067.35,3259.67,83817.27,46582.46,4761.4,44123.15,3080.51,1761.31,2033-11-28,Personal,FL,West Meganton,958.0,218202.29,0.1019,24,Employed,18,Married,3,Masters,Rented,20,16,1,1
A6081,23,7050.56,130.42,99969.72,42360.11,18556.22,6096.49,1689.11,1370.58,2033-11-29,Home,FL,Lake Amanda,975.0,397388.01,0.1159,12,Employed,6,Single,2,PhD,Owned,10,14,0,0
A6082,60,6710.58,2743.62,32240.35,42609.53,13979.68,21462.63,93246.59,3988.07,2033-11-30,Education,TX,Hardinland,422.0,94021.56,0.0586,24,Employed,18,Single,0,PhD,Rented,28,2,0,1
A6083,42,12678.43,2974.67,84232.76,28882.09,19178.83,9268.08,51884.87,2024.85,2033-12-01,Education,IL,Maryside,755.0,404773.8,0.0342,12,Employed,15,Married,4,High School,Owned,9,19,1,0
A6084,56,16609.79,1037.65,87298.61,43323.31,13020.64,39972.19,32196.63,4895.57,2033-12-02,Home,CA,North Parkerhaven,586.0,240250.38,0.1691,12,Self-Employed,17,Married,0,Bachelors,Owned,8,8,2,0
A6085,66,15584.97,1041.66,99607.38,38928.29,15502.9,17572.18,79674.92,1885.15,2033-12-03,Education,FL,Rogerstown,858.0,134475.28,0.1872,12,Employed,3,Single,3,High School,Mortgaged,22,14,0,0
A6086,45,6355.96,1381.09,34272.01,47661.84,17812.72,9335.66,98497.97,931.95,2033-12-04,Personal,FL,South Seanstad,905.0,234517.89,0.0417,60,Unemployed,17,Single,1,High School,Owned,4,19,2,0
A6087,50,6038.24,3558.61,75604.14,3218.42,15184.99,36295.05,4406.97,4656.29,2033-12-05,Car,CA,Schroederside,739.0,395400.29,0.1729,60,Employed,12,Married,2,Bachelors,Rented,15,15,2,0
A6088,54,19367.14,3031.33,22880.9,1436.36,11252.92,40860.87,4758.11,3935.28,2033-12-06,Home,CA,South Nicolebury,825.0,330413.89,0.1052,48,Self-Employed,13,Single,4,Masters,Owned,22,10,2,0
A6089,26,1652.37,4228.81,62479.6,8751.5,9438.42,23119.77,85623.42,2957.86,2033-12-07,Home,NY,East Rachelbury,998.0,72799.0,0.0603,60,Employed,11,Single,3,High School,Owned,1,10,2,0
A6090,35,17774.83,1478.29,70484.26,46454.24,16467.55,18942.47,56114.77,4306.35,2033-12-08,Home,TX,Ericland,322.0,347280.07,0.0957,36,Employed,15,Single,2,Bachelors,Owned,17,17,0,0
A6091,38,5194.98,4560.34,74112.07,30278.26,15439.72,31607.21,88391.43,4752.28,2033-12-09,Car,NY,Port Timothy,626.0,417373.38,0.1772,12,Self-Employed,18,Single,3,Masters,Rented,20,13,0,1
A6092,19,19024.76,3718.53,20717.22,21305.63,7328.62,32569.83,69769.66,4320.72,2033-12-10,Home,TX,New Patricia,320.0,79574.18,0.0508,12,Employed,2,Divorced,0,Bachelors,Rented,15,8,1,1
A6093,60,7832.68,1975.06,84872.56,25635.55,9966.64,33037.27,47587.98,4532.14,2033-12-11,Car,NY,New Caitlinville,751.0,35506.43,0.0468,60,Employed,13,Single,2,High School,Rented,8,14,2,0
A6094,55,9646.51,476.31,42097.19,41480.23,12699.82,13787.88,16973.25,1429.07,2033-12-12,Personal,TX,New Joshua,404.0,33057.9,0.1942,60,Employed,1,Single,1,High School,Owned,29,14,0,0
A6095,57,14581.73,1284.92,21636.95,46455.5,567.4,47065.12,39596.25,2603.16,2033-12-13,Personal,CA,Lindashire,374.0,16034.36,0.0799,36,Employed,3,Single,4,PhD,Owned,27,10,1,0
A6096,53,12371.88,4783.84,54253.11,36484.94,4951.37,10672.21,78927.36,3996.93,2033-12-14,Home,TX,Jasonmouth,323.0,13865.82,0.1764,12,Employed,2,Single,4,Masters,Mortgaged,26,10,0,0
A6097,67,7381.88,1551.82,86335.71,37992.39,5004.29,18707.91,24157.84,2677.5,2033-12-15,Home,FL,West Terriland,436.0,403438.61,0.1255,24,Employed,9,Married,0,Masters,Owned,27,11,0,0
A6098,60,11745.87,1649.5,96708.79,16018.9,17664.63,14184.7,71524.28,3245.01,2033-12-16,Education,IL,Edwardshaven,764.0,370690.06,0.0709,60,Employed,13,Married,2,Bachelors,Owned,22,18,1,0
A6099,54,15018.08,947.94,74820.78,23351.76,6629.76,46556.18,25487.11,4621.94,2033-12-17,Education,FL,New Michael,448.0,471074.44,0.0802,24,Employed,10,Single,0,Masters,Owned,1,3,0,0
A6100,32,2283.2,4034.25,562.29,44260.51,10902.87,41418.51,46889.9,1547.19,2033-12-18,Education,TX,Smithmouth,778.0,181135.12,0.1,36,Employed,14,Married,4,Bachelors,Owned,20,15,1,0
A6101,45,1707.19,1378.22,13470.08,39296.71,16631.73,40563.6,9457.77,2743.09,2033-12-19,Car,TX,South Jonathanberg,909.0,355900.44,0.0554,60,Self-Employed,1,Married,2,Masters,Rented,10,15,1,0
A6102,35,9974.24,1651.29,7627.4,34213.55,5193.88,235.5,46044.85,2861.34,2033-12-20,Car,TX,West Gregorymouth,380.0,208380.56,0.1507,36,Self-Employed,4,Single,2,PhD,Owned,0,10,0,0
A6103,51,3938.98,2071.74,10121.37,3262.34,2475.14,34295.03,61657.55,1861.73,2033-12-21,Car,IL,New Susanhaven,704.0,282351.22,0.101,36,Employed,18,Single,2,Bachelors,Owned,28,19,2,0
A6104,39,13790.37,2168.64,38303.5,1975.36,18967.2,11513.68,56768.49,1904.54,2033-12-22,Car,IL,New Joseph,471.0,222274.83,0.1812,60,Unemployed,2,Married,0,Bachelors,Mortgaged,16,1,2,0
A6105,28,5459.97,2056.7,33849.33,6520.55,14093.66,48387.21,41240.18,3868.29,2033-12-23,Home,NY,West Robinville,680.0,210550.15,0.1857,24,Employed,12,Single,0,Bachelors,Owned,26,18,1,0
A6106,30,9507.75,2518.72,11368.5,29069.55,3541.08,26537.57,37599.83,4654.62,2033-12-24,Car,TX,Simpsonchester,847.0,126486.94,0.1853,12,Employed,10,Single,0,PhD,Owned,7,8,2,1
A6107,21,5156.91,4072.56,88223.54,26819.34,16394.23,28235.15,28264.48,3205.3,2033-12-25,Car,NY,New Gregory,525.0,292604.86,0.1404,12,Employed,13,Married,1,Bachelors,Owned,23,15,2,0
A6108,39,11646.95,4096.43,61542.76,47134.54,15742.53,17824.14,76943.3,2490.93,2033-12-26,Education,FL,Alyssaview,591.0,134352.42,0.1109,12,Employed,9,Married,4,Bachelors,Mortgaged,18,18,2,0
A6109,24,3646.99,3991.57,79646.33,34737.98,16750.82,26836.53,78481.17,3776.76,2033-12-27,Education,IL,North Bonnie,454.0,74391.44,0.0443,24,Employed,19,Married,0,Bachelors,Rented,14,3,0,0
A6110,60,1927.48,505.62,37154.94,14698.63,5524.25,37486.86,48819.73,4989.27,2033-12-28,Education,CA,East Annabury,803.0,376099.65,0.1584,48,Self-Employed,9,Single,0,Bachelors,Owned,6,6,1,0
A6111,41,2445.94,3998.39,41023.6,8074.81,8971.59,28096.01,38873.61,503.77,2033-12-29,Education,IL,Jameshaven,620.0,324672.74,0.0451,24,Employed,16,Married,1,Bachelors,Rented,3,5,2,0
A6112,21,19153.78,601.26,31762.12,42476.66,13873.47,32063.14,64104.87,3292.76,2033-12-30,Car,NY,Valeriebury,508.0,150104.05,0.061,24,Employed,14,Single,3,Masters,Owned,19,12,0,0
A6113,45,4132.3,623.62,43842.66,22981.21,7813.35,23623.4,56215.5,2824.93,2033-12-31,Personal,CA,Hodgesview,343.0,317058.27,0.1733,12,Employed,16,Married,3,Bachelors,Owned,15,14,0,0
A6114,32,14606.85,4739.31,61037.73,32673.47,1399.44,35819.99,67058.29,3090.21,2034-01-01,Car,CA,Ashleyton,500.0,18103.43,0.1751,36,Employed,10,Single,2,Masters,Rented,28,3,0,0
A6115,18,2756.63,4096.99,49298.4,28257.18,2729.0,44977.95,31295.54,211.82,2034-01-02,Car,CA,North Brittany,509.0,494237.49,0.1039,12,Employed,2,Married,0,Bachelors,Owned,0,8,1,1
A6116,20,3500.97,2762.05,83791.7,5372.82,11942.27,2552.56,79046.61,4782.8,2034-01-03,Education,IL,Smithburgh,649.0,90943.73,0.1524,24,Self-Employed,4,Single,0,Bachelors,Mortgaged,19,17,1,0
A6117,31,10914.21,4374.85,90013.92,2852.92,7503.36,5364.83,32357.54,518.46,2034-01-04,Personal,TX,New Lori,803.0,471094.32,0.0674,24,Self-Employed,11,Single,2,Bachelors,Rented,29,8,0,0
A6118,55,10100.11,4946.82,46968.39,18850.91,107.6,34280.46,42453.6,1606.62,2034-01-05,Home,CA,West Donaldberg,533.0,38804.42,0.1824,48,Employed,19,Married,4,Bachelors,Rented,24,1,0,0
A6119,67,19104.24,3053.21,23974.8,18077.51,15337.09,18885.22,14109.85,1561.66,2034-01-06,Home,FL,South Jesseview,795.0,355561.87,0.1412,48,Employed,0,Married,0,Bachelors,Rented,6,4,0,0
A6120,18,18979.46,3064.49,94519.24,33689.91,8334.07,14080.92,85681.56,3692.26,2034-01-07,Education,FL,Joshuamouth,363.0,114951.68,0.1758,36,Self-Employed,0,Married,2,Bachelors,Owned,19,14,1,1
A6121,55,15922.76,3772.14,73503.86,31610.02,6275.39,8929.66,64783.1,3387.59,2034-01-08,Home,CA,Newtontown,655.0,482804.47,0.0966,48,Self-Employed,13,Single,3,High School,Rented,14,19,2,0
A6122,55,12638.88,1160.69,64012.71,48447.05,14270.38,28631.81,24293.42,402.45,2034-01-09,Education,FL,East Kevintown,538.0,161022.49,0.0368,48,Employed,5,Divorced,0,Bachelors,Owned,7,2,1,0
A6123,38,9916.77,835.62,74541.37,42904.98,9102.18,17376.62,85320.09,833.57,2034-01-10,Home,FL,Jenniferbury,305.0,24591.31,0.1988,36,Employed,9,Single,1,High School,Rented,23,17,0,0
A6124,65,8089.3,3797.9,7598.18,24829.13,13896.62,25398.04,70774.51,1662.05,2034-01-11,Education,FL,Lake Christopherchester,910.0,21594.38,0.1596,60,Employed,12,Married,3,Bachelors,Mortgaged,21,1,0,0
A6125,46,19021.12,1724.52,6762.63,25001.27,263.96,47928.06,44775.85,3550.11,2034-01-12,Education,NY,Lake Brian,408.0,428499.57,0.0583,60,Employed,9,Single,2,PhD,Rented,22,13,2,0
A6126,22,12653.81,675.35,15312.07,33706.46,188.4,37913.38,98994.44,4653.25,2034-01-13,Home,NY,Donaldberg,749.0,39488.1,0.1388,24,Self-Employed,16,Single,2,Bachelors,Owned,21,3,2,0
A6127,66,12212.84,1574.39,14745.1,5704.53,11198.04,39797.54,34383.77,1645.82,2034-01-14,Home,FL,Dawnshire,706.0,414851.25,0.1908,60,Employed,9,Married,4,Bachelors,Owned,10,8,1,0
A6128,27,5790.17,1793.18,42067.05,49994.53,19644.24,6209.9,10855.41,2675.31,2034-01-15,Home,TX,Danielport,559.0,79303.35,0.1827,24,Employed,7,Married,4,Masters,Rented,5,14,2,0
A6129,45,2363.91,4826.14,15740.41,25940.41,5447.14,16249.02,73612.45,1925.79,2034-01-16,Personal,FL,Ericaville,789.0,141733.2,0.1898,24,Self-Employed,14,Married,0,Bachelors,Mortgaged,11,0,0,0
A6130,38,18985.99,3489.8,85452.56,45495.24,13657.87,5311.77,75947.85,2929.05,2034-01-17,Car,NY,Alexanderland,894.0,490710.53,0.0487,48,Employed,1,Single,2,Bachelors,Owned,1,15,0,0
A6131,67,7304.1,2654.28,57809.69,48367.82,3445.15,48426.05,6837.55,3177.08,2034-01-18,Car,CA,Erinfurt,802.0,363852.89,0.1752,48,Employed,7,Married,1,PhD,Rented,3,14,1,0
A6132,24,9687.9,4844.37,36826.19,29082.14,6230.97,34109.38,82122.49,2639.64,2034-01-19,Personal,FL,Richardchester,318.0,77256.79,0.1815,60,Employed,16,Married,2,High School,Rented,28,10,2,0
A6133,20,3620.84,4515.7,6962.25,5167.43,1561.5,961.69,77818.21,2006.21,2034-01-20,Personal,IL,Butlerfort,928.0,138861.49,0.0607,36,Employed,15,Married,0,High School,Owned,2,1,2,0
A6134,62,16983.1,2560.0,59102.78,28667.29,17615.86,23775.24,93030.04,4410.94,2034-01-21,Personal,NY,East Mandy,882.0,240502.72,0.1503,36,Employed,15,Divorced,0,High School,Rented,25,9,1,0
A6135,64,2011.19,4528.4,11653.28,29882.12,6208.75,13176.28,12736.36,4029.4,2034-01-22,Education,NY,West Diana,541.0,443106.87,0.1478,24,Employed,0,Married,3,High School,Rented,4,6,2,0
A6136,37,16928.83,2021.52,74322.03,39459.66,4609.33,26997.94,60480.15,4992.19,2034-01-23,Car,NY,West Todd,624.0,356959.23,0.1471,36,Employed,11,Married,2,PhD,Mortgaged,11,1,1,0
A6137,36,4095.27,1152.1,80275.81,2411.46,14612.08,8932.88,22722.83,2122.2,2034-01-24,Car,CA,Dawsonborough,403.0,349058.09,0.1274,48,Employed,2,Single,4,High School,Mortgaged,20,18,0,0
A6138,52,17901.44,1163.39,54397.63,23315.77,3988.8,2842.77,40544.75,289.84,2034-01-25,Home,IL,West Rebecca,434.0,183194.19,0.0705,24,Employed,9,Married,1,High School,Rented,8,0,1,1
A6139,21,15000.79,3311.58,14960.29,46138.51,4805.51,16158.88,27243.99,3291.72,2034-01-26,Home,IL,Port Ethanfort,977.0,328849.64,0.0483,36,Unemployed,7,Divorced,4,Bachelors,Owned,16,6,2,0
A6140,22,4546.4,2505.35,78686.27,49564.95,2072.33,14775.36,45480.47,3938.79,2034-01-27,Car,IL,East Thomas,671.0,90577.19,0.0718,24,Employed,7,Married,4,Bachelors,Owned,5,11,2,0
A6141,18,11967.63,3294.75,30782.78,9569.13,19257.44,35848.18,12174.76,4690.24,2034-01-28,Education,NY,East Jared,305.0,286780.28,0.1854,12,Employed,0,Single,0,Bachelors,Rented,5,13,0,0
A6142,21,7284.14,3430.38,22265.31,43529.95,4952.75,23727.44,31048.04,150.78,2034-01-29,Car,FL,Johnsonberg,791.0,282302.57,0.0684,12,Employed,12,Married,2,Bachelors,Owned,23,18,1,0
A6143,29,4797.31,111.61,47055.66,7312.53,19913.27,14566.39,8020.95,4409.95,2034-01-30,Home,FL,Lake Crystalchester,917.0,345466.65,0.1034,24,Self-Employed,13,Divorced,2,Bachelors,Owned,7,16,1,0
A6144,44,17394.87,270.2,92264.62,42058.72,3522.99,28521.53,49691.37,2632.02,2034-01-31,Education,IL,Costamouth,722.0,125130.71,0.105,12,Employed,9,Single,4,Bachelors,Rented,5,5,1,0
A6145,59,8965.17,2663.39,29737.33,13863.89,413.04,3565.87,30371.64,1936.61,2034-02-01,Education,NY,Lake Keith,306.0,62808.5,0.1871,36,Employed,2,Single,0,High School,Rented,28,5,1,0
A6146,40,8873.06,955.18,90557.85,47981.26,17913.87,33117.63,59440.55,1187.49,2034-02-02,Car,FL,South Graceville,905.0,483812.47,0.0496,48,Self-Employed,12,Married,0,Masters,Owned,13,3,1,1
A6147,42,4642.9,3162.67,5365.33,34774.84,11600.35,7364.47,46188.17,4089.21,2034-02-03,Car,TX,East Nancy,731.0,80832.62,0.1114,48,Employed,13,Single,0,PhD,Owned,16,9,1,0
A6148,38,8586.72,2760.93,8352.37,19955.53,7028.2,13984.97,25141.46,1882.33,2034-02-04,Personal,FL,West Elizabethbury,774.0,171880.92,0.1676,12,Self-Employed,10,Married,2,Bachelors,Owned,2,12,2,1
A6149,69,17624.91,2928.8,69856.1,14048.67,10266.79,14106.14,11191.08,3062.33,2034-02-05,Car,FL,Lake Sarafurt,844.0,436198.08,0.0405,24,Employed,3,Married,0,High School,Owned,10,10,0,0
A6150,41,8217.88,1512.28,19059.27,11761.88,5214.54,23292.6,75578.35,2607.17,2034-02-06,Home,TX,Port Patricia,878.0,299197.07,0.1568,48,Employed,2,Single,1,Bachelors,Owned,23,7,0,0
A6151,42,19104.67,3199.22,31662.07,34039.62,12695.18,47657.87,63680.12,1389.46,2034-02-07,Education,FL,North Cindy,485.0,111566.83,0.046,36,Self-Employed,5,Single,1,Bachelors,Owned,22,12,1,0
A6152,62,19006.71,4147.46,13637.3,44789.55,12329.37,16232.96,4260.07,3960.13,2034-02-08,Education,CA,Stephanieberg,722.0,242491.7,0.1069,12,Employed,11,Single,1,High School,Rented,18,16,0,0
A6153,63,4180.63,4990.36,33224.83,37747.1,1603.85,14066.09,98947.19,1561.05,2034-02-09,Education,NY,Paulfurt,875.0,421229.74,0.0569,48,Self-Employed,18,Married,0,Bachelors,Mortgaged,9,7,0,0
